MITTAUSAIKA;Tyyppi;Taimen;TyyppiTaimen;Allastoisto;Allas;;Pituus;Paino;Condition;Sukupuoli;Sukukypsyys;Huom;N;
ALOITUS;2;2;2;1;819;;110;11,3;0,719677654;;;;110;
ALOITUS;2;2;2;1;819;;109;11,4;0,746683058;;;;110;
ALOITUS;2;2;2;1;819;;110;10,5;0,668727024;;;;110;
ALOITUS;2;2;2;1;819;;115;12,1;0,672355808;;;;110;
ALOITUS;2;2;2;1;819;;113;11,5;0,674364771;;;;110;
ALOITUS;2;2;2;1;819;;112;9,3;0,560437603;;;;110;
ALOITUS;2;2;2;1;819;;110;12;0,764259456;;;;110;
ALOITUS;2;2;2;1;819;;107;9,5;0,658623824;;;;110;
ALOITUS;2;2;2;1;819;;106;11,1;0,792048099;;;;110;
ALOITUS;2;2;2;1;819;;110;11,4;0,726046483;;;;110;
ALOITUS;2;2;2;1;819;;105;10,6;0,778695766;;;;110;
ALOITUS;2;2;2;1;819;;107;10,7;0,741818412;;;;110;
ALOITUS;2;2;2;1;819;;105;10,3;0,756657207;;;;110;
ALOITUS;2;2;2;1;819;;110;10,9;0,694202339;;;;110;
ALOITUS;2;2;2;1;819;;109;11,9;0,779432315;;;;110;
ALOITUS;2;2;2;1;819;;112;11;0,662883186;;;;110;
ALOITUS;2;2;2;1;819;;114;13,8;0,787649894;;;;110;
ALOITUS;2;2;2;1;819;;113;14,2;0,832693891;;;;110;
ALOITUS;2;2;2;1;819;;110;10,7;0,681464681;;;;110;
ALOITUS;2;2;2;1;819;;117;12,8;0,674595899;;;;110;
ALOITUS;2;2;2;1;819;;105;10,8;0,793388139;;;;110;
ALOITUS;2;2;2;1;819;;105;10,8;0,793388139;;;;110;
ALOITUS;2;2;2;1;819;;105;9,8;0,719926274;;;;110;
ALOITUS;2;2;2;1;819;;107;10,1;0,700221118;;;;110;
ALOITUS;2;2;2;1;819;;110;11,7;0,745152969;;;;110;
ALOITUS;2;2;2;1;819;;110;11,7;0,745152969;;;;110;
ALOITUS;2;2;2;1;819;;109;11;0,720483653;;;;110;
ALOITUS;2;2;2;1;819;;107;10,4;0,721019765;;;;110;
ALOITUS;2;2;2;1;819;;105;10,1;0,741964834;;;;110;
ALOITUS;2;2;2;1;819;;107;11,6;0,804214353;;;;110;
ALOITUS;2;2;2;1;819;;107;10,1;0,700221118;;;;110;
ALOITUS;2;2;2;1;819;;87;6;0,784966677;;;;110;
ALOITUS;2;2;2;1;819;;110;12;0,764259456;;;;110;
ALOITUS;2;2;2;1;819;;107;11;0,762617059;;;;110;
ALOITUS;2;2;2;1;819;;108;11,3;0,761366819;;;;110;
ALOITUS;2;2;2;1;819;;102;9,9;0,794935774;;;;110;
ALOITUS;2;2;2;1;819;;111;12,1;0,749520003;;;;110;
ALOITUS;1;2;4;1;824;G120;112;12,6;0,759302558;;;;110;
ALOITUS;1;2;4;1;824;G120;103;8,6;0,670181081;;;;110;
ALOITUS;1;2;4;1;824;G120;113;11,4;0,668500729;;;;110;
ALOITUS;1;2;4;1;824;G120;110;9,2;0,585932249;;;;110;
ALOITUS;1;2;4;1;824;G120;108;9,3;0,62661163;;;;110;
ALOITUS;1;2;4;1;824;G120;115;11,5;0,639015851;;;;110;
ALOITUS;1;2;4;1;824;G120;118;13,8;0,708548651;;;;110;
ALOITUS;1;2;4;1;824;G120;112;10,9;0,656856975;;;;110;
ALOITUS;1;2;4;1;824;G120;100;8,3;0,708219846;;;;110;
ALOITUS;1;2;4;1;824;G120;110;9,3;0,592301078;;;;110;
ALOITUS;1;2;4;1;824;G120;110;10;0,63688288;;;;110;
ALOITUS;1;2;4;1;824;G120;104;7,6;0,574949641;;;;110;
ALOITUS;1;2;4;1;824;G120;117;12,4;0,653514777;;;;110;
ALOITUS;1;2;4;1;824;G120;108;10,6;0,714202503;;;;110;
ALOITUS;1;2;4;1;824;G120;107;9,2;0,637825177;;;;110;
ALOITUS;1;2;4;1;824;G120;110;12,6;0,802472428;;;;110;
ALOITUS;1;2;4;1;824;G120;107;9,2;0,637825177;;;;110;
ALOITUS;1;2;4;1;824;G120;107;9,9;0,686355353;;;;110;
ALOITUS;1;2;4;1;824;G120;105;9,5;0,697887715;;;;110;
ALOITUS;1;2;4;1;824;G120;112;12,2;0,735197715;;;;110;
ALOITUS;1;2;4;1;824;G120;110;8,9;0,566825763;;;;110;
ALOITUS;1;2;4;1;824;G120;112;10,9;0,656856975;;;;110;
ALOITUS;1;2;4;1;824;G120;111;11,1;0,687576201;;;;110;
ALOITUS;1;2;4;1;824;G120;110;11,4;0,726046483;;;;110;
ALOITUS;1;2;4;1;824;G120;113;13,4;0,785781559;;;;110;
ALOITUS;1;2;4;1;824;G120;113;12,2;0,715413061;;;;110;
ALOITUS;1;2;4;1;824;G120;108;10,3;0,693989224;;;;110;
ALOITUS;1;2;4;1;824;G120;115;14,5;0,805715638;;;;110;
ALOITUS;1;2;4;1;824;G120;110;11,2;0,713308825;;;;110;
ALOITUS;1;2;4;1;824;G120;120;16,2;0,789959628;;;;110;
ALOITUS;1;2;4;1;824;G120;110;9,6;0,611407564;;;;110;
ALOITUS;1;2;4;1;824;G120;105;9;0,661156783;;;;110;
ALOITUS;1;2;4;1;824;G120;111;10,2;0,631826779;;;;110;
ALOITUS;1;2;4;1;824;G120;110;13,9;0,885267203;;;;110;
ALOITUS;1;2;4;1;824;G120;115;17,4;0,966858766;;;;110;
ALOITUS;1;2;4;1;824;G120;111;10,8;0,66899306;;;;110;
ALOITUS;1;2;4;1;824;G120;112;11,5;0,69301424;;;;110;
ALOITUS;1;2;4;1;824;G120;105;11,3;0,830119072;;;;110;
ALOITUS;1;2;4;1;824;G120;113;14,5;0,850286015;;;;110;
ALOITUS;1;2;4;1;824;G120;110;13,1;0,834316572;;;;110;
ALOITUS;1;2;4;1;824;G120;105;8,9;0,653810596;;;;110;
ALOITUS;1;2;4;1;824;G120;110;9,7;0,617776393;;;;110;
ALOITUS;1;2;4;1;824;G120;101;8,3;0,686920038;;;;110;
ALOITUS;1;2;4;1;824;G120;113;13,1;0,768189434;;;;110;
ALOITUS;1;2;4;1;824;G120;110;12,8;0,815210086;;;;110;
ALOITUS;1;2;4;1;824;G120;113;14;0,820965808;;;;110;
ALOITUS;1;2;4;1;824;G120;112;10,3;0,62069971;;;;110;
ALOITUS;1;2;4;1;824;G120;115;14,8;0,822385617;;;;110;
ALOITUS;1;2;4;1;824;G120;110;10,3;0,655989366;;;;110;
ALOITUS;1;2;4;1;824;G120;110;9,3;0,592301078;;;;110;
ALOITUS;1;2;4;1;824;G120;123;22,7;1,026136561;;;;110;
ALOITUS;1;2;4;1;824;G120;106;9,2;0,656472298;;;;110;
ALOITUS;1;2;4;1;824;G120;112;13,9;0,837643298;;;;110;
ALOITUS;1;2;4;1;824;G120;105;8,6;0,631772037;;;;110;
ALOITUS;1;2;4;1;824;G120;120;16,2;0,789959628;;;;110;
ALOITUS;1;2;4;1;824;G120;110;10,6;0,675095852;;;;110;
ALOITUS;1;2;4;1;824;G120;106;9,6;0,685014572;;;;110;
ALOITUS;1;2;4;1;824;G120;100;7,5;0,639957692;;;;110;
ALOITUS;1;2;4;1;824;G120;110;10,5;0,668727024;;;;110;
ALOITUS;1;2;4;1;824;G120;120;13,6;0,663175984;;;;110;
ALOITUS;1;2;4;1;824;G120;116;12,8;0,692602735;;;;110;
ALOITUS;1;2;4;1;824;G120;111;9,9;0,613243639;;;;110;
ALOITUS;1;2;4;1;824;G120;112;9,2;0,554411392;;;;110;
ALOITUS;1;2;4;1;824;G120;112;10;0,602621078;;;;110;
ALOITUS;1;2;4;1;824;G120;119;13,3;0,665418415;;;;110;
ALOITUS;1;2;4;1;824;G120;116;12,6;0,681780817;;;;110;
ALOITUS;1;2;4;1;824;G120;123;14,8;0,669022956;;;;110;
ALOITUS;1;2;4;1;824;G120;110;10,6;0,675095852;;;;110;
ALOITUS;1;2;4;1;824;G120;111;12,2;0,755714383;;;;110;
ALOITUS;1;2;4;1;824;G120;106;9,1;0,64933673;;;;110;
ALOITUS;1;2;4;1;824;G120;110;10,5;0,668727024;;;;110;
ALOITUS;1;2;4;1;824;G120;106;9;0,642201161;;;;110;
ALOITUS;1;2;4;1;824;G120;113;14;0,820965808;;;;110;
ALOITUS;1;2;4;1;824;G120;110;12,4;0,789734771;;;;110;
ALOITUS;1;2;4;1;824;G120;104;9,9;0,748947558;;;;110;
ALOITUS;1;2;4;1;824;G120;113;14,3;0,838557932;;;;110;
ALOITUS;1;2;4;1;824;G120;105;8,7;0,639118223;;;;110;
ALOITUS;1;2;4;1;824;G120;110;9,6;0,611407564;;;;110;
ALOITUS;1;2;4;1;824;G120;113;11,2;0,656772646;;;;110;
ALOITUS;1;2;4;1;824;G120;104;8,8;0,665731163;;;;110;
ALOITUS;1;2;4;1;824;G120;110;9,8;0,624145222;;;;110;
ALOITUS;1;2;4;1;824;G120;116;15,3;0,827876706;;;;110;
ALOITUS;1;2;4;1;824;G120;111;13,1;0,811463805;;;;110;
ALOITUS;1;2;4;1;824;G120;103;9;0,701352295;;;;110;
ALOITUS;1;2;4;1;824;G120;107;8,6;0,596227883;;;;110;
ALOITUS;1;2;4;1;824;G120;112;11,4;0,686988029;;;;110;
ALOITUS;1;2;4;1;824;G120;106;9;0,642201161;;;;110;
ALOITUS;1;2;4;1;824;G120;113;13;0,762325393;;;;110;
ALOITUS;1;2;4;1;824;G120;115;12,7;0,705695766;;;;110;
ALOITUS;1;2;4;1;824;G120;102;9,8;0,786906119;;;;110;
ALOITUS;1;2;4;1;824;G120;115;10,1;0,561222617;;;;110;
ALOITUS;1;2;4;1;824;G120;108;9,4;0,633349389;;;;110;
ALOITUS;1;2;4;1;824;G120;105;10,3;0,756657207;;;;110;
ALOITUS;1;2;4;1;824;G120;107;8,9;0,61702653;;;;110;
ALOITUS;1;2;4;1;824;G120;115;11,2;0,622345872;;;;110;
ALOITUS;1;2;4;1;824;G120;115;10,2;0,566779277;;;;110;
ALOITUS;1;2;4;1;824;G120;104;8,7;0,658166036;;;;110;
ALOITUS;1;2;4;1;824;G120;109;10,8;0,70738395;;;;110;
ALOITUS;1;2;4;1;824;G120;105;8,7;0,639118223;;;;110;
ALOITUS;1;2;4;1;824;G120;109;10,3;0,674634693;;;;110;
ALOITUS;1;2;4;1;824;G120;112;13;0,783407401;;;;110;
ALOITUS;1;2;4;1;824;G120;120;16,5;0,80458851;;;;110;
ALOITUS;1;2;4;1;824;G120;106;9,7;0,69215014;;;;110;
ALOITUS;1;2;4;1;824;G120;115;11,5;0,639015851;;;;110;
ALOITUS;1;2;4;1;824;G120;114;14,3;0,816187934;;;;110;
ALOITUS;1;2;4;1;824;G120;112;10,1;0,608647289;;;;110;
ALOITUS;1;2;4;1;824;G120;108;10,8;0,727678022;;;;110;
ALOITUS;1;2;4;1;824;G120;114;11,8;0,673497736;;;;110;
ALOITUS;1;2;4;1;824;G120;105;9;0,661156783;;;;110;
ALOITUS;1;2;4;1;824;G120;110;10,8;0,68783351;;;;110;
ALOITUS;1;1;3;1;823;G119;112;11;0,662883186;;;;100;
ALOITUS;1;1;3;1;823;;107;10;0,693288236;;;;100;
ALOITUS;1;1;3;1;823;;108;8,6;0,579447314;;;;100;
ALOITUS;1;1;3;1;823;;115;12,3;0,683469128;;;;100;
ALOITUS;1;1;3;1;823;;111;10,4;0,644215539;;;;100;
ALOITUS;1;1;3;1;823;;110;9,9;0,630514051;;;;100;
ALOITUS;1;1;3;1;823;;110;9,3;0,592301078;;;;100;
ALOITUS;1;1;3;1;823;;107;9,3;0,644758059;;;;100;
ALOITUS;1;1;3;1;823;;109;10;0,654985139;;;;100;
ALOITUS;1;1;3;1;823;;113;10,7;0,627452439;;;;100;
ALOITUS;1;1;3;1;823;;110;10;0,63688288;;;;100;
ALOITUS;1;1;3;1;823;;113;11,6;0,680228812;;;;100;
ALOITUS;1;1;3;1;823;;105;9,7;0,712580088;;;;100;
ALOITUS;1;1;3;1;823;;108;11,4;0,768104579;;;;100;
ALOITUS;1;1;3;1;823;;109;10,1;0,66153499;;;;100;
ALOITUS;1;1;3;1;823;;108;9,4;0,633349389;;;;100;
ALOITUS;1;1;3;1;823;;106;9,5;0,677879003;;;;100;
ALOITUS;1;1;3;1;823;;103;7,6;0,592253049;;;;100;
ALOITUS;1;1;3;1;823;;111;11,2;0,693770581;;;;100;
ALOITUS;1;1;3;1;823;;109;10;0,654985139;;;;100;
ALOITUS;1;1;3;1;823;;110;10;0,63688288;;;;100;
ALOITUS;1;1;3;1;823;;131;17,3;0,644526905;;;;100;
ALOITUS;1;1;3;1;823;;118;13,3;0,682876598;;;;100;
ALOITUS;1;1;3;1;823;;108;12,2;0,822006654;;;;100;
ALOITUS;1;1;3;1;823;;112;9,9;0,596594867;;;;100;
ALOITUS;1;1;3;1;823;;109;10;0,654985139;;;;100;
ALOITUS;1;1;3;1;823;;106;9,5;0,677879003;;;;100;
ALOITUS;1;1;3;1;823;;111;10,7;0,66279868;;;;100;
ALOITUS;1;1;3;1;823;;116;11,4;0,61684931;;;;100;
ALOITUS;1;1;3;1;823;;105;8;0,587694918;;;;100;
ALOITUS;1;1;3;1;823;;110;9,7;0,617776393;;;;100;
ALOITUS;1;1;3;1;823;;105;9,2;0,675849156;;;;100;
ALOITUS;1;1;3;1;823;;108;9,1;0,613136111;;;;100;
ALOITUS;1;1;3;1;823;;108;9,1;0,613136111;;;;100;
ALOITUS;1;1;3;1;823;;106;9,8;0,699285709;;;;100;
ALOITUS;1;1;3;1;823;;105;8,6;0,631772037;;;;100;
ALOITUS;1;1;3;1;823;;104;9,5;0,718687051;;;;100;
ALOITUS;1;1;3;1;823;;110;10,5;0,668727024;;;;100;
ALOITUS;1;1;3;1;823;;106;9,1;0,64933673;;;;100;
ALOITUS;1;1;3;1;823;;108;9,6;0,646824908;;;;100;
ALOITUS;1;1;3;1;823;;110;9,8;0,624145222;;;;100;
ALOITUS;1;1;3;1;823;;108;9;0,606398351;;;;100;
ALOITUS;1;1;3;1;823;;103;7,9;0,615631459;;;;100;
ALOITUS;1;1;3;1;823;;104;8,8;0,665731163;;;;100;
ALOITUS;1;1;3;1;823;;104;7,4;0,559819387;;;;100;
ALOITUS;1;1;3;1;823;;102;8,2;0,658431651;;;;100;
ALOITUS;1;1;3;1;823;;103;8;0,623424262;;;;100;
ALOITUS;1;1;3;1;823;;105;9,2;0,675849156;;;;100;
ALOITUS;1;1;3;1;823;;113;11,1;0,650908605;;;;100;
ALOITUS;1;1;3;1;823;;110;9,8;0,624145222;;;;100;
ALOITUS;1;1;3;1;823;;105;9,4;0,690541529;;;;100;
ALOITUS;1;1;3;1;823;;107;9,1;0,630892295;;;;100;
ALOITUS;1;1;3;1;823;;107;8,4;0,582362118;;;;100;
ALOITUS;1;1;3;1;823;;114;14;0,79906511;;;;100;
ALOITUS;1;1;3;1;823;;105;9,4;0,690541529;;;;100;
ALOITUS;1;1;3;1;823;;110;9,7;0,617776393;;;;100;
ALOITUS;1;1;3;1;823;;113;12,5;0,733005186;;;;100;
ALOITUS;1;1;3;1;823;;109;10,2;0,668084842;;;;100;
ALOITUS;1;1;3;1;823;;103;8,3;0,646802672;;;;100;
ALOITUS;1;1;3;1;823;;103;10,7;0,83382995;;;;100;
ALOITUS;1;1;3;1;823;;110;10,7;0,681464681;;;;100;
ALOITUS;1;1;3;1;823;;105;9,6;0,705233902;;;;100;
ALOITUS;1;1;3;1;823;;110;14,1;0,89800486;;;;100;
ALOITUS;1;1;3;1;823;;109;9,5;0,622235882;;;;100;
ALOITUS;1;1;3;1;823;;112;10,2;0,6146735;;;;100;
ALOITUS;1;1;3;1;823;;110;10,7;0,681464681;;;;100;
ALOITUS;1;1;3;1;823;;111;13,3;0,823852565;;;;100;
ALOITUS;1;1;3;1;823;;106;8,8;0,627930024;;;;100;
ALOITUS;1;1;3;1;823;;105;8,1;0,595041104;;;;100;
ALOITUS;1;1;3;1;823;;110;11;0,700571168;;;;100;
ALOITUS;1;1;3;1;823;;108;10,4;0,700726984;;;;100;
ALOITUS;1;1;3;1;823;;104;9,1;0,688426544;;;;100;
ALOITUS;1;1;3;1;823;;111;13,4;0,830046945;;;;100;
ALOITUS;1;1;3;1;823;;107;9,2;0,637825177;;;;100;
ALOITUS;1;1;3;1;823;;112;15,7;0,946115093;;;;100;
ALOITUS;1;1;3;1;823;;103;8,8;0,685766688;;;;100;
ALOITUS;1;1;3;1;823;;112;10,3;0,62069971;;;;100;
ALOITUS;1;1;3;1;823;;119;14,2;0,710446729;;;;100;
ALOITUS;1;1;3;1;823;;110;10,9;0,694202339;;;;100;
ALOITUS;1;1;3;1;823;;117;10,9;0,57446057;;;;100;
ALOITUS;1;1;3;1;823;;103;8,5;0,662388278;;;;100;
ALOITUS;1;1;3;1;823;;112;12,5;0,753276348;;;;100;
ALOITUS;1;1;3;1;823;;111;9,7;0,600854878;;;;100;
ALOITUS;1;1;3;1;823;;112;10,9;0,656856975;;;;100;
ALOITUS;1;1;3;1;823;;110;10,2;0,649620537;;;;100;
ALOITUS;1;1;3;1;823;;112;12,3;0,741223926;;;;100;
ALOITUS;1;1;3;1;823;;112;10,2;0,6146735;;;;100;
ALOITUS;1;1;3;1;823;;112;11,5;0,69301424;;;;100;
ALOITUS;1;1;3;1;823;;105;8,3;0,609733477;;;;100;
ALOITUS;1;1;3;1;823;;109;8,1;0,530537962;;;;100;
ALOITUS;1;1;3;1;823;;110;9,5;0,605038736;;;;100;
ALOITUS;1;1;3;1;823;;105;7,1;0,52157924;;;;100;
ALOITUS;1;1;3;1;823;;112;11,5;0,69301424;;;;100;
ALOITUS;1;1;3;1;823;;110;9,3;0,592301078;;;;100;
ALOITUS;1;1;3;1;823;;119;13,6;0,680427853;;;;100;
ALOITUS;1;1;3;1;823;;107;9,2;0,637825177;;;;100;
ALOITUS;1;1;3;1;823;;104;8,8;0,665731163;;;;100;
ALOITUS;1;1;3;1;823;;115;10,3;0,572335936;;;;100;
ALOITUS;1;1;3;1;823;;111;11;0,681381821;;;;100;
ALOITUS;1;1;3;1;823;;103;8,1;0,631217065;;;;100;
ALOITUS;1;2;4;2;818;;119;13,4;0,670421561;;;;110;
ALOITUS;1;2;4;2;818;;110;9,6;0,611407564;;;;110;
ALOITUS;1;2;4;2;818;;107;9,9;0,686355353;;;;110;
ALOITUS;1;2;4;2;818;;107;8,1;0,561563471;;;;110;
ALOITUS;1;2;4;2;818;;110;10,7;0,681464681;;;;110;
ALOITUS;1;2;4;2;818;;105;8,7;0,639118223;;;;110;
ALOITUS;1;2;4;2;818;;115;12,5;0,694582447;;;;110;
ALOITUS;1;2;4;2;818;;113;11,5;0,674364771;;;;110;
ALOITUS;1;2;4;2;818;;112;10,7;0,644804554;;;;110;
ALOITUS;1;2;4;2;818;;102;8,1;0,650401997;;;;110;
ALOITUS;1;2;4;2;818;;109;9,8;0,641885436;;;;110;
ALOITUS;1;2;4;2;818;;105;12;0,881542377;;;;110;
ALOITUS;1;2;4;2;818;;110;10,9;0,694202339;;;;110;
ALOITUS;1;2;4;2;818;;112;11,7;0,705066661;;;;110;
ALOITUS;1;2;4;2;818;;111;14,5;0,898185127;;;;110;
ALOITUS;1;2;4;2;818;;112;10,8;0,650830764;;;;110;
ALOITUS;1;2;4;2;818;;109;9,7;0,635335585;;;;110;
ALOITUS;1;2;4;2;818;;103;8,7;0,677973885;;;;110;
ALOITUS;1;2;4;2;818;;119;14,7;0,735462459;;;;110;
ALOITUS;1;2;4;2;818;;114;13,6;0,776234678;;;;110;
ALOITUS;1;2;4;2;818;;108;9,3;0,62661163;;;;110;
ALOITUS;1;2;4;2;818;;111;11,7;0,724742482;;;;110;
ALOITUS;1;2;4;2;818;;107;9,4;0,651690942;;;;110;
ALOITUS;1;2;4;2;818;;111;11,1;0,687576201;;;;110;
ALOITUS;1;2;4;2;818;;100;10,5;0,895940769;;;;110;
ALOITUS;1;2;4;2;818;;108;10,8;0,727678022;;;;110;
ALOITUS;1;2;4;2;818;;109;10,1;0,66153499;;;;110;
ALOITUS;1;2;4;2;818;;113;12,2;0,715413061;;;;110;
ALOITUS;1;2;4;2;818;;109;9,9;0,648435287;;;;110;
ALOITUS;1;2;4;2;818;;102;8,2;0,658431651;;;;110;
ALOITUS;1;2;4;2;818;;111;11;0,681381821;;;;110;
ALOITUS;1;2;4;2;818;;110;11,9;0,757890627;;;;110;
ALOITUS;1;2;4;2;818;;109;8,7;0,569837071;;;;110;
ALOITUS;1;2;4;2;818;;110;14,1;0,89800486;;;;110;
ALOITUS;1;2;4;2;818;;102;8,6;0,690550268;;;;110;
ALOITUS;1;2;4;2;818;;106;9,1;0,64933673;;;;110;
ALOITUS;1;2;4;2;818;;110;10;0,63688288;;;;110;
ALOITUS;1;2;4;2;818;;105;8,6;0,631772037;;;;110;
ALOITUS;1;2;4;2;818;;107;9,5;0,658623824;;;;110;
ALOITUS;1;2;4;2;818;;108;10,3;0,693989224;;;;110;
ALOITUS;1;2;4;2;818;;110;10;0,63688288;;;;110;
ALOITUS;1;2;4;2;818;;112;9,7;0,584542446;;;;110;
ALOITUS;1;2;4;2;818;;110;9;0,573194592;;;;110;
ALOITUS;1;2;4;2;818;;112;10,8;0,650830764;;;;110;
ALOITUS;1;2;4;2;818;;105;9;0,661156783;;;;110;
ALOITUS;1;2;4;2;818;;110;10,5;0,668727024;;;;110;
ALOITUS;1;2;4;2;818;;105;9,7;0,712580088;;;;110;
ALOITUS;1;2;4;2;818;;113;11,2;0,656772646;;;;110;
ALOITUS;1;2;4;2;818;;115;10,7;0,594562574;;;;110;
ALOITUS;1;2;4;2;818;;105;9,5;0,697887715;;;;110;
ALOITUS;1;2;4;2;818;;108;10,8;0,727678022;;;;110;
ALOITUS;1;2;4;2;818;;107;8,8;0,610093647;;;;110;
ALOITUS;1;2;4;2;818;;106;11,3;0,806319236;;;;110;
ALOITUS;1;2;4;2;818;;106;9,5;0,677879003;;;;110;
ALOITUS;1;2;4;2;818;;109;10,3;0,674634693;;;;110;
ALOITUS;1;2;4;2;818;;109;11,8;0,772882464;;;;110;
ALOITUS;1;2;4;2;818;;106;9,3;0,663607867;;;;110;
ALOITUS;1;2;4;2;818;;105;9,7;0,712580088;;;;110;
ALOITUS;1;2;4;2;818;;106;10,1;0,720692414;;;;110;
ALOITUS;1;2;4;2;818;;107;9,1;0,630892295;;;;110;
ALOITUS;1;2;4;2;818;;109;10,2;0,668084842;;;;110;
ALOITUS;1;2;4;2;818;;110;12,4;0,789734771;;;;110;
ALOITUS;1;2;4;2;818;;106;8,7;0,620794456;;;;110;
ALOITUS;1;2;4;2;818;;110;10,4;0,662358195;;;;110;
ALOITUS;1;2;4;2;818;;110;10,5;0,668727024;;;;110;
ALOITUS;1;2;4;2;818;;115;11,8;0,65568583;;;;110;
ALOITUS;1;2;4;2;818;;110;9,8;0,624145222;;;;110;
ALOITUS;1;2;4;2;818;;110;9;0,573194592;;;;110;
ALOITUS;1;2;4;2;818;;110;9,3;0,592301078;;;;110;
ALOITUS;1;2;4;2;818;;105;9,5;0,697887715;;;;110;
ALOITUS;1;2;4;2;818;;107;11,4;0,790348589;;;;110;
ALOITUS;1;2;4;2;818;;110;10,6;0,675095852;;;;110;
ALOITUS;1;2;4;2;818;;112;11,3;0,680961818;;;;110;
ALOITUS;1;2;4;2;818;;119;15,3;0,765481335;;;;110;
ALOITUS;1;2;4;2;818;;100;7,3;0,622892153;;;;110;
ALOITUS;1;2;4;2;818;;106;9,1;0,64933673;;;;110;
ALOITUS;1;2;4;2;818;;112;11,5;0,69301424;;;;110;
ALOITUS;1;2;4;2;818;;110;10,6;0,675095852;;;;110;
ALOITUS;1;2;4;2;818;;112;10,6;0,638778343;;;;110;
ALOITUS;1;2;4;2;818;;113;11,9;0,697820937;;;;110;
ALOITUS;1;2;4;2;818;;106;10,1;0,720692414;;;;110;
ALOITUS;1;2;4;2;818;;113;10,3;0,603996273;;;;110;
ALOITUS;1;2;4;2;818;;100;8,8;0,750883692;;;;110;
ALOITUS;1;2;4;2;818;;120;17,1;0,833846274;;;;110;
ALOITUS;1;2;4;2;818;;110;9,5;0,605038736;;;;110;
ALOITUS;1;2;4;2;818;;104;8,8;0,665731163;;;;110;
ALOITUS;1;2;4;2;818;;104;8,8;0,665731163;;;;110;
ALOITUS;1;2;4;2;818;;105;8,9;0,653810596;;;;110;
ALOITUS;1;2;4;2;818;;113;10;0,586404148;;;;110;
ALOITUS;1;2;4;2;818;;105;8,1;0,595041104;;;;110;
ALOITUS;1;2;4;2;818;;100;8,1;0,691154307;;;;110;
ALOITUS;1;2;4;2;818;;110;10,5;0,668727024;;;;110;
ALOITUS;1;2;4;2;818;;112;10,2;0,6146735;;;;110;
ALOITUS;1;2;4;2;818;;106;10,4;0,74209912;;;;110;
ALOITUS;1;2;4;2;818;;108;9;0,606398351;;;;110;
ALOITUS;1;2;4;2;818;;103;8,3;0,646802672;;;;110;
ALOITUS;1;2;4;2;818;;107;9,2;0,637825177;;;;110;
ALOITUS;1;2;4;2;818;;115;14,8;0,822385617;;;;110;
ALOITUS;1;2;4;2;818;;110;9,2;0,585932249;;;;110;
ALOITUS;1;2;4;2;818;;112;10,5;0,632752132;;;;110;
ALOITUS;1;2;4;2;818;;109;10,9;0,713933801;;;;110;
ALOITUS;1;2;4;2;818;;110;9,4;0,598669907;;;;110;
ALOITUS;1;2;4;2;818;;109;11,5;0,75323291;;;;110;
ALOITUS;1;2;4;2;818;;109;10,2;0,668084842;;;;110;
ALOITUS;1;2;4;2;818;;104;7,4;0,559819387;;;;110;
ALOITUS;1;2;4;2;818;;113;11,6;0,680228812;;;;110;
ALOITUS;1;2;4;2;818;;110;10,4;0,662358195;;;;110;
ALOITUS;1;2;4;2;818;;110;9,3;0,592301078;;;;110;
ALOITUS;1;2;4;2;818;;110;10,1;0,643251708;;;;110;
ALOITUS;1;2;4;2;818;;110;10,1;0,643251708;;;;110;
ALOITUS;1;1;3;2;817;;110;11,7;0,745152969;;;;100;
ALOITUS;1;1;3;2;817;;110;9,1;0,579563421;;;;100;
ALOITUS;1;1;3;2;817;;109;12,9;0,844930829;;;;100;
ALOITUS;1;1;3;2;817;;107;8,2;0,568496353;;;;100;
ALOITUS;1;1;3;2;817;;105;9,1;0,668502969;;;;100;
ALOITUS;1;1;3;2;817;;115;11,4;0,633459191;;;;100;
ALOITUS;1;1;3;2;817;;132;23,8;0,866236369;;;;100;
ALOITUS;1;1;3;2;817;;122;18,1;0,838953764;;;;100;
ALOITUS;1;1;3;2;817;;109;9,2;0,602586328;;;;100;
ALOITUS;1;1;3;2;817;;106;8,8;0,627930024;;;;100;
ALOITUS;1;1;3;2;817;;110;9;0,573194592;;;;100;
ALOITUS;1;1;3;2;817;;110;9,5;0,605038736;;;;100;
ALOITUS;1;1;3;2;817;;127;17,6;0,721171226;;;;100;
ALOITUS;1;1;3;2;817;;96;7,5;0,725369438;;;;100;
ALOITUS;1;1;3;2;817;;114;12,1;0,69062056;;;;100;
ALOITUS;1;1;3;2;817;;110;11,8;0,751521798;;;;100;
ALOITUS;1;1;3;2;817;;114;10,7;0,610714049;;;;100;
ALOITUS;1;1;3;2;817;;118;15,5;0,795833629;;;;100;
ALOITUS;1;1;3;2;817;;109;10,8;0,70738395;;;;100;
ALOITUS;1;1;3;2;817;;106;9,4;0,670743435;;;;100;
ALOITUS;1;1;3;2;817;;110;9;0,573194592;;;;100;
ALOITUS;1;1;3;2;817;;120;16,8;0,819217392;;;;100;
ALOITUS;1;1;3;2;817;;109;9,7;0,635335585;;;;100;
ALOITUS;1;1;3;2;817;;110;9;0,573194592;;;;100;
ALOITUS;1;1;3;2;817;;117;14,2;0,748379825;;;;100;
